Race,Gender,Age,Education,Party,Vote,Ideology,Income,Union,Athlete,Friend of Athlete,Region,Support for NCAA Athletes,Support for NCAA Administrators,Racial Resentment Score,Linked Fate Score,Treatment Group,Payment Score,Protest Score,Pandemic Score,Violation Response,Suspension Response,Draft Response,Compensation Response,Social Image Response,Pandemic Response,LF,RR
ASIAN,FEMALE,TWENTIES,SOME_COLL,DEM,YES,LIB,51k - 100k,NO,X,NO,WESTCOAST,X,NEITHER,3,6,Race Neutral Control Group,-1,4,3,N,Y,N,X,X,X,HIGH,MID
WHITE,MALE,THIRTIES,BACH,REP,YES,CON,51k - 100k,YES,X,NO,SOUTHEAST,NEITHER,NEITHER,2,0,Retail Control Group,1,2,-3,X,X,X,X,X,X,MID,MID
WHITE,MALE,FORTIES,ASSOC,DEM,YES,LIB,25k - 50k,YES,X,YES,MIDWEST,S_SUPPORT,OPPOSE,-3,2,Racial Resentment Treatment Group,3,4,-2,Y,Y,N,N,Y,N,MID,HIGH
BLACK,FEMALE,SIXTIES,SOME_COLL,DEM,YES,LIB,0 - 24k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,5,3,Linked Fate Treatment Group,-1,1,3,Y,Y,N,Y,Y,N,MID,MID
WHITE,MALE,FORTIES,MAST,DEM,YES,LIB,500k+,NO,X,YES,SOUTHWEST,X,S_SUPPORT,4,6,Racial Resentment Treatment Group,3,-1,1,Y,Y,Y,Y,N,Y,HIGH,MID
MIXED,MALE,TEENS,SOME_COLL,DEM,YES,MOD,25k - 50k,NO,X,NO,SOUTHEAST,S_SUPPORT,SUPPORT,2,3,Linked Fate Treatment Group,-1,4,3,N,N,N,Y,N,N,MID,MID
WHITE,MALE,THIRTIES,BACH,REP,YES,MOD,51k - 100k,NO,X,YES,MIDWEST,S_SUPPORT,OPPOSE,5,1,Race Neutral Control Group,-3,4,0,X,N,N,X,X,X,MID,MID
WHITE,MALE,FIFTIES,MAST,IND,YES,MOD,51k - 100k,YES,X,YES,NORTHEAST,SUPPORT,SUPPORT,6,2,Retail Control Group,2,0,3,X,X,X,X,X,X,MID,LOW
WHITE,FEMALE,FORTIES,SOME_COLL,DEM,YES,MOD,51k - 100k,NO,X,NO,SOUTHEAST,S_SUPPORT,S_SUPPORT,4,2,Retail Control Group,-2,3,3,X,X,X,X,X,X,MID,MID
BLACK,MALE,THIRTIES,MAST,REP,YES,CON,51k - 100k,NO,X,YES,NORTHEAST,S_SUPPORT,SUPPORT,10,5,Linked Fate Treatment Group,3,0,3,Y,Y,Y,Y,Y,Y,MID,LOW
BLACK,MALE,TWENTIES,ASSOC,IND,YES,MOD,25k - 50k,NO,X,NO,NORTHEAST,OPPOSE,S_OPPOSE,3,2,Racial Resentment Treatment Group,0,4,3,N,N,N,Y,Y,N,MID,MID
WHITE,MALE,THIRTIES,BACH,IND,YES,MOD,25k - 50k,YES,X,NO,SOUTHEAST,S_SUPPORT,NEITHER,3,0,Retail Control Group,-3,-2,2,X,X,X,X,X,X,MID,MID
WHITE,MALE,THIRTIES,BACH,REP,YES,CON,51k - 100k,NO,X,NO,NORTHEAST,SUPPORT,NEITHER,0,1,Retail Control Group,1,3,2,X,X,X,X,X,X,MID,MID
BLACK,FEMALE,TWENTIES,BACH,REP,YES,CON,51k - 100k,YES,X,YES,WESTCOAST,S_SUPPORT,OPPOSE,4,5,Racial Resentment Treatment Group,2,4,-3,Y,N,N,Y,Y,N,MID,MID
WHITE,MALE,THIRTIES,MAST,REP,YES,LIB,51k - 100k,YES,X,NO,MIDATLANTIC,SUPPORT,SUPPORT,7,-2,Retail Control Group,2,3,1,X,X,X,X,X,X,LOW,LOW
WHITE,MALE,FIFTIES,MAST,IND,YES,MOD,51k - 100k,YES,X,YES,SOUTHEAST,SUPPORT,SUPPORT,6,1,Racial Resentment Treatment Group,2,0,2,Y,Y,Y,Y,Y,Y,MID,LOW
WHITE,MALE,FIFTIES,MAST,IND,YES,MOD,51k - 100k,YES,X,YES,WESTCOAST,SUPPORT,SUPPORT,6,1,Racial Resentment Treatment Group,0,-2,2,Y,Y,Y,Y,Y,Y,MID,LOW
WHITE,MALE,FIFTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,0,5,Race Neutral Control Group,0,4,1,X,N,N,X,X,X,MID,MID
BLACK,MALE,THIRTIES,MAST,REP,YES,CON,51k - 100k,NO,X,YES,SOUTHEAST,S_SUPPORT,S_SUPPORT,10,5,Retail Control Group,3,0,3,X,X,X,X,X,X,MID,LOW
WHITE,MALE,TWENTIES,BACH,REP,YES,LIB,51k - 100k,YES,X,NO,WESTCOAST,SUPPORT,SUPPORT,4,-2,Race Neutral Control Group,2,3,1,N,N,Y,X,X,X,LOW,MID
WHITE,MALE,SEVENTIES,ASSOC,IND,YES,CON,25k - 50k,NO,X,NO,SOUTHEAST,SUPPORT,NEITHER,4,-1,Race Neutral Control Group,-1,-2,2,X,X,N,X,X,X,LOW,MID
WHITE,MALE,THIRTIES,MAST,REP,YES,CON,51k - 100k,YES,X,YES,SOUTHEAST,SUPPORT,SUPPORT,6,2,Race Neutral Control Group,-2,0,-2,Y,Y,N,X,X,X,MID,LOW
WHITE,MALE,FORTIES,MAST,REP,YES,MOD,25k - 50k,NO,X,NO,MIDWEST,SUPPORT,SUPPORT,7,-2,Race Neutral Control Group,1,1,1,Y,Y,N,X,X,X,LOW,LOW
WHITE,MALE,FORTIES,BACH,REP,YES,CON,0 - 24k,NO,X,NO,SOUTHWEST,SUPPORT,NEITHER,-1,0,Linked Fate Treatment Group,-3,3,-1,N,N,N,N,N,N,MID,HIGH
WHITE,FEMALE,TWENTIES,HS_GED,DEM,YES,LIB,0 - 24k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,6,6,Retail Control Group,2,4,3,X,X,X,X,X,X,HIGH,LOW
WHITE,FEMALE,THIRTIES,SOME_COLL,IND,YES,LIB,51k - 100k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,0,0,Linked Fate Treatment Group,-3,4,2,N,N,N,Y,N,N,MID,MID
WHITE,FEMALE,TWENTIES,BACH,DEM,YES,LIB,25k - 50k,NO,X,NO,SOUTHWEST,NEITHER,NEITHER,0,7,Retail Control Group,-2,4,3,X,X,X,X,X,X,HIGH,MID
WHITE,FEMALE,FIFTIES,SOME_COLL,REP,YES,MOD,51k - 100k,NO,X,NO,SOUTHWEST,SUPPORT,OPPOSE,6,2,Racial Resentment Treatment Group,-3,0,3,N,N,N,N,Y,N,MID,LOW
WHITE,FEMALE,FORTIES,MAST,REP,YES,CON,500k+,YES,X,NO,MIDWEST,NEITHER,SUPPORT,4,4,Linked Fate Treatment Group,-1,2,2,Y,N,N,Y,N,N,MID,MID
WHITE,OTHER,TWENTIES,BACH,DEM,YES,LIB,25k - 50k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,0,6,Race Neutral Control Group,0,4,3,X,Y,N,X,X,X,HIGH,MID
WHITE,MALE,THIRTIES,MAST,IND,YES,MOD,51k - 100k,NO,X,NO,MIDWEST,NEITHER,NEITHER,1,-1,Retail Control Group,-1,2,1,X,X,X,X,X,X,LOW,MID
WHITE,FEMALE,THIRTIES,BACH,IND,YES,CON,51k - 100k,NO,X,YES,SOUTHEAST,SUPPORT,SUPPORT,1,-1,Racial Resentment Treatment Group,1,0,-1,N,N,N,N,Y,N,LOW,MID
BLACK,FEMALE,TWENTIES,SOME_COLL,DEM,YES,LIB,25k - 50k,NO,X,NO,SOUTHEAST,SUPPORT,NEITHER,4,6,Race Neutral Control Group,2,2,2,Y,N,N,X,X,X,HIGH,MID
WHITE,FEMALE,THIRTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,4,4,Linked Fate Treatment Group,1,3,0,N,N,N,Y,Y,N,MID,MID
MIXED,MALE,THIRTIES,BACH,DEM,YES,LIB,25k - 50k,NO,X,NO,NORTHEAST,NEITHER,OPPOSE,6,5,Linked Fate Treatment Group,2,1,3,Y,Y,N,N,Y,N,MID,LOW
WHITE,MALE,THIRTIES,BACH,REP,YES,CON,0 - 24k,NO,X,NO,SOUTHEAST,SUPPORT,OPPOSE,2,4,Retail Control Group,-3,1,-3,X,X,X,X,X,X,MID,MID
WHITE,MALE,THIRTIES,MAST,DEM,YES,CON,25k - 50k,YES,X,YES,MIDATLANTIC,S_SUPPORT,S_SUPPORT,2,1,Linked Fate Treatment Group,2,0,3,Y,N,N,Y,Y,N,MID,MID
BLACK,FEMALE,THIRTIES,BACH,DEM,YES,LIB,25k - 50k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,1,5,Race Neutral Control Group,-1,1,3,Y,X,N,X,X,X,MID,MID
ASIAN,MALE,TWENTIES,SOME_COLL,REP,YES,CON,0 - 24k,NO,X,NO,SOUTHWEST,S_SUPPORT,SUPPORT,-1,3,Race Neutral Control Group,-2,2,1,Y,Y,N,X,X,X,MID,HIGH
HISP_LAT,FEMALE,SIXTIES,BACH,REP,YES,CON,51k - 100k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,-1,-1,Racial Resentment Treatment Group,-3,-3,3,Y,Y,Y,Y,N,Y,LOW,HIGH
WHITE,FEMALE,TWENTIES,ASSOC,DEM,YES,MOD,25k - 50k,NO,X,NO,MIDWEST,NEITHER,NEITHER,5,0,Linked Fate Treatment Group,2,1,3,N,N,Y,N,Y,N,MID,MID
ASIAN,FEMALE,THIRTIES,MAST,IND,YES,MOD,25k - 50k,NO,X,NO,MIDWEST,NEITHER,NEITHER,3,5,Retail Control Group,-2,2,3,X,X,X,X,X,X,MID,MID
WHITE,MALE,FORTIES,PROF,DEM,YES,LIB,51k - 100k,NO,X,NO,NORTHWEST,SUPPORT,S_SUPPORT,3,2,Linked Fate Treatment Group,0,0,0,N,N,N,N,Y,Y,MID,MID
BLACK,MALE,THIRTIES,BACH,REP,YES,CON,51k - 100k,YES,X,YES,WESTCOAST,S_SUPPORT,S_SUPPORT,10,2,Racial Resentment Treatment Group,0,0,1,Y,Y,N,Y,N,N,MID,LOW
WHITE,MALE,FORTIES,PROF,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHEAST,X,SUPPORT,1,2,Racial Resentment Treatment Group,2,0,1,N,N,N,Y,Y,N,MID,MID
MIXED,MALE,SIXTIES,ASSOC,REP,YES,CON,51k - 100k,NO,X,YES,WESTCOAST,SUPPORT,NEITHER,2,0,Race Neutral Control Group,-3,-3,-3,Y,Y,N,X,X,X,MID,MID
WHITE,MALE,FORTIES,PROF,DEM,YES,LIB,51k - 100k,NO,X,YES,WESTCOAST,S_SUPPORT,SUPPORT,3,2,Retail Control Group,2,0,0,X,X,X,X,X,X,MID,MID
BLACK,MALE,THIRTIES,BACH,IND,YES,MOD,51k - 100k,NO,X,NO,SOUTHEAST,SUPPORT,SUPPORT,2,3,Retail Control Group,1,0,3,X,X,X,X,X,X,MID,MID
WHITE,FEMALE,SIXTIES,HS_GED,REP,YES,MOD,25k - 50k,NO,X,NO,SOUTHWEST,NEITHER,NEITHER,4,1,Racial Resentment Treatment Group,-3,3,2,Y,N,N,Y,N,N,MID,MID
ASIAN,FEMALE,TWENTIES,SOME_COLL,IND,YES,MOD,51k - 100k,NO,X,NO,WESTCOAST,S_SUPPORT,SUPPORT,5,4,Race Neutral Control Group,-1,2,3,Y,N,N,X,X,X,MID,MID
WHITE,MALE,THIRTIES,MAST,REP,YES,LIB,301k - 500k,YES,X,NO,WESTCOAST,SUPPORT,SUPPORT,6,0,Linked Fate Treatment Group,2,2,-3,Y,Y,N,N,Y,N,MID,LOW
HISP_LAT,FEMALE,THIRTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,6,7,Linked Fate Treatment Group,0,4,3,Y,Y,N,Y,N,N,HIGH,LOW
WHITE,FEMALE,THIRTIES,BACH,REP,YES,CON,51k - 100k,NO,X,NO,MIDATLANTIC,NEITHER,NEITHER,-2,0,Racial Resentment Treatment Group,-2,-3,3,Y,Y,X,Y,N,Y,MID,HIGH
WHITE,MALE,FORTIES,MAST,IND,YES,CON,51k - 100k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,0,-1,Retail Control Group,-3,-3,-3,X,X,X,X,X,X,LOW,MID
WHITE,MALE,FORTIES,PROF,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHEAST,SUPPORT,S_SUPPORT,7,4,Linked Fate Treatment Group,2,0,0,N,N,N,N,Y,Y,MID,LOW
WHITE,MALE,FORTIES,PROF,DEM,YES,LIB,51k - 100k,NO,X,YES,NORTHEAST,SUPPORT,S_SUPPORT,6,3,Racial Resentment Treatment Group,3,-1,0,X,N,N,N,Y,Y,MID,LOW
ASIAN,FEMALE,TEENS,SOME_COLL,DEM,YES,LIB,51k - 100k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,1,4,Linked Fate Treatment Group,1,2,2,Y,N,N,Y,N,N,MID,MID
MIXED,MALE,TWENTIES,SOME_COLL,DEM,YES,LIB,51k - 100k,NO,X,NO,WESTCOAST,SUPPORT,NEITHER,2,5,Racial Resentment Treatment Group,-2,2,-2,N,N,N,Y,Y,Y,MID,MID
WHITE,FEMALE,FORTIES,MAST,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,4,7,Retail Control Group,-2,4,-2,X,X,X,X,X,X,HIGH,MID
ASIAN,MALE,TWENTIES,ASSOC,DEM,YES,LIB,51k - 100k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,3,5,Retail Control Group,0,-1,0,X,X,X,X,X,X,MID,MID
WHITE,MALE,THIRTIES,MAST,DEM,YES,CON,51k - 100k,NO,X,NO,NORTHEAST,SUPPORT,SUPPORT,7,2,Race Neutral Control Group,3,3,3,Y,Y,N,X,X,X,MID,LOW
BLACK,MALE,THIRTIES,BACH,DEM,YES,LIB,51k - 100k,YES,X,YES,MIDWEST,S_SUPPORT,S_SUPPORT,7,3,Racial Resentment Treatment Group,2,3,3,Y,X,Y,N,Y,N,MID,LOW
WHITE,FEMALE,THIRTIES,SOME_COLL,IND,YES,MOD,25k - 50k,NO,X,NO,SOUTHEAST,SUPPORT,NEITHER,7,0,Retail Control Group,-2,2,3,X,X,X,X,X,X,MID,LOW
WHITE,MALE,THIRTIES,MAST,DEM,YES,LIB,0 - 24k,NO,X,NO,MIDWEST,NEITHER,NEITHER,0,3,Race Neutral Control Group,0,3,3,Y,N,N,X,X,X,MID,MID
WHITE,MALE,TWENTIES,SOME_COLL,IND,YES,CON,25k - 50k,NO,X,NO,MIDWEST,NEITHER,NEITHER,7,-1,Linked Fate Treatment Group,-3,2,-2,Y,N,N,N,N,N,LOW,LOW
WHITE,FEMALE,FIFTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,MIDWEST,NEITHER,NEITHER,5,6,Race Neutral Control Group,-3,2,0,X,N,N,X,X,X,HIGH,MID
WHITE,MALE,FORTIES,BACH,DEM,YES,LIB,51k - 100k,YES,X,NO,MIDWEST,S_SUPPORT,NEITHER,1,4,Race Neutral Control Group,-2,2,3,Y,Y,N,X,X,X,MID,MID
WHITE,FEMALE,THIRTIES,BACH,REP,YES,CON,51k - 100k,NO,X,NO,SOUTHEAST,S_SUPPORT,SUPPORT,3,2,Linked Fate Treatment Group,2,1,3,Y,N,N,Y,Y,N,MID,MID
WHITE,MALE,FORTIES,BACH,IND,YES,MOD,25k - 50k,NO,X,NO,NORTHWEST,S_SUPPORT,S_SUPPORT,0,5,Retail Control Group,-3,2,3,X,X,X,X,X,X,MID,MID
WHITE,MALE,THIRTIES,HS_GED,REP,YES,CON,25k - 50k,NO,X,NO,NORTHEAST,OPPOSE,S_OPPOSE,-2,-1,Racial Resentment Treatment Group,-1,2,-3,X,X,X,X,N,N,LOW,HIGH
ASIAN,MALE,THIRTIES,MAST,DEM,YES,MOD,51k - 100k,YES,X,NO,SOUTHWEST,SUPPORT,OPPOSE,-1,2,Race Neutral Control Group,-1,0,3,N,N,N,X,X,X,MID,HIGH
WHITE,MALE,THIRTIES,MAST,DEM,YES,CON,51k - 100k,NO,X,NO,NORTHEAST,S_SUPPORT,SUPPORT,5,3,Linked Fate Treatment Group,2,2,2,Y,Y,Y,Y,N,N,MID,MID
WHITE,FEMALE,FORTIES,BACH,REP,YES,CON,51k - 100k,NO,X,YES,SOUTHWEST,S_SUPPORT,NEITHER,-2,1,Retail Control Group,-3,-3,-1,X,X,X,X,X,X,MID,HIGH
WHITE,FEMALE,SIXTIES,BACH,IND,YES,MOD,0 - 24k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,5,3,Linked Fate Treatment Group,-3,3,3,Y,Y,Y,Y,N,N,MID,MID
WHITE,OTHER,THIRTIES,BACH,IND,YES,LIB,0 - 24k,NO,X,NO,MIDWEST,S_SUPPORT,NEITHER,6,7,Race Neutral Control Group,2,4,2,N,N,N,X,X,X,HIGH,LOW
BLACK,MALE,FORTIES,ASSOC,DEM,YES,CON,25k - 50k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,6,6,Racial Resentment Treatment Group,2,2,3,N,N,N,N,Y,N,HIGH,LOW
WHITE,MALE,FIFTIES,SOME_COLL,REP,YES,MOD,51k - 100k,NO,X,NO,MIDWEST,NEITHER,NEITHER,0,0,Racial Resentment Treatment Group,-1,0,-1,Y,N,Y,Y,N,Y,MID,MID
WHITE,FEMALE,FIFTIES,HS_GED,IND,YES,CON,25k - 50k,NO,X,NO,MIDWEST,NEITHER,S_OPPOSE,1,4,Retail Control Group,-1,-1,-3,X,X,X,X,X,X,MID,MID
WHITE,MALE,TWENTIES,BACH,DEM,YES,LIB,0 - 24k,NO,X,YES,NORTHEAST,SUPPORT,NEITHER,5,4,Race Neutral Control Group,1,4,-3,N,N,N,X,X,X,MID,MID
WHITE,MALE,TWENTIES,HS_GED,IND,YES,LIB,25k - 50k,NO,X,NO,MIDWEST,NEITHER,NEITHER,6,6,Retail Control Group,3,4,3,X,X,X,X,X,X,HIGH,LOW
WHITE,MALE,TWENTIES,SOME_HS,IND,YES,LIB,0 - 24k,NO,X,NO,MIDWEST,SUPPORT,SUPPORT,6,5,Linked Fate Treatment Group,0,4,3,Y,N,Y,Y,Y,N,MID,LOW
WHITE,FEMALE,SIXTIES,BACH,DEM,YES,LIB,0 - 24k,NO,X,NO,MIDWEST,SUPPORT,NEITHER,0,1,Race Neutral Control Group,1,0,3,X,N,N,X,X,X,MID,MID
BLACK,FEMALE,TWENTIES,HS_GED,DEM,YES,MOD,25k - 50k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,2,0,Racial Resentment Treatment Group,3,0,0,N,N,N,N,Y,N,MID,MID
BLACK,MALE,TWENTIES,SOME_COLL,IND,YES,MOD,25k - 50k,NO,X,YES,SOUTHEAST,S_SUPPORT,NEITHER,4,4,Racial Resentment Treatment Group,-1,4,-2,Y,N,Y,N,Y,Y,MID,MID
WHITE,MALE,THIRTIES,MAST,REP,YES,CON,301k - 500k,YES,X,NO,NORTHEAST,SUPPORT,S_SUPPORT,2,1,Linked Fate Treatment Group,2,2,2,N,N,N,N,Y,N,MID,MID
BLACK,X,TWENTIES,ASSOC,IND,YES,MOD,0 - 24k,NO,X,NO,SOUTHEAST,SUPPORT,NEITHER,5,3,Linked Fate Treatment Group,0,4,2,N,N,N,Y,Y,N,MID,MID
WHITE,MALE,SEVENTIES,BACH,REP,YES,CON,25k - 50k,NO,X,YES,SOUTHWEST,S_SUPPORT,SUPPORT,0,3,Racial Resentment Treatment Group,-1,-3,-3,Y,N,N,N,Y,Y,MID,MID
WHITE,MALE,SIXTIES,MAST,REP,YES,MOD,51k - 100k,NO,X,NO,MIDWEST,NEITHER,NEITHER,1,1,Linked Fate Treatment Group,-1,1,0,Y,N,N,Y,N,N,MID,MID
WHITE,MALE,TWENTIES,SOME_COLL,DEM,YES,LIB,0 - 24k,NO,X,NO,MIDWEST,NEITHER,NEITHER,1,1,Retail Control Group,-1,3,2,X,X,X,X,X,X,MID,MID
WHITE,FEMALE,THIRTIES,MAST,REP,YES,CON,301k - 500k,YES,X,NO,NORTHEAST,SUPPORT,SUPPORT,4,4,Race Neutral Control Group,2,0,-1,Y,Y,Y,X,X,X,MID,MID
BLACK,FEMALE,FIFTIES,PROF,DEM,YES,LIB,51k - 100k,NO,X,NO,MIDWEST,SUPPORT,NEITHER,5,5,Retail Control Group,0,4,3,X,X,X,X,X,X,MID,MID
WHITE,MALE,TWENTIES,BACH,DEM,YES,MOD,25k - 50k,NO,X,NO,MIDWEST,NEITHER,NEITHER,3,0,Retail Control Group,2,0,3,X,X,X,X,X,X,MID,MID
WHITE,FEMALE,THIRTIES,ASSOC,IND,NO,CON,51k - 100k,NO,X,NO,SOUTHEAST,SUPPORT,NEITHER,3,1,Race Neutral Control Group,2,0,3,Y,Y,N,X,X,X,MID,MID
WHITE,FEMALE,THIRTIES,SOME_COLL,DEM,YES,LIB,25k - 50k,NO,X,NO,SOUTHWEST,NEITHER,NEITHER,4,7,Racial Resentment Treatment Group,-1,2,3,Y,Y,Y,Y,N,N,HIGH,MID
WHITE,FEMALE,THIRTIES,MAST,DEM,YES,LIB,51k - 100k,YES,X,NO,NORTHEAST,NEITHER,NEITHER,2,0,Retail Control Group,-1,0,2,X,X,X,X,X,X,MID,MID
WHITE,FEMALE,THIRTIES,HS_GED,IND,YES,MOD,51k - 100k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,2,1,Racial Resentment Treatment Group,1,3,-3,Y,Y,N,Y,N,N,MID,MID
BLACK,FEMALE,FIFTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHEAST,SUPPORT,NEITHER,4,5,Retail Control Group,3,4,3,X,X,X,X,X,X,MID,MID
BLACK,MALE,TWENTIES,ASSOC,IND,YES,MOD,25k - 50k,NO,X,NO,MIDWEST,NEITHER,NEITHER,3,1,Linked Fate Treatment Group,0,3,-2,N,N,N,N,N,N,MID,MID
WHITE,MALE,THIRTIES,MAST,DEM,YES,LIB,51k - 100k,NO,X,YES,MIDWEST,SUPPORT,SUPPORT,0,5,Linked Fate Treatment Group,2,2,0,Y,Y,Y,N,Y,N,MID,MID
ASIAN,OTHER,TWENTIES,ASSOC,IND,YES,LIB,0 - 24k,NO,X,NO,NORTHWEST,NEITHER,NEITHER,0,7,Linked Fate Treatment Group,3,4,3,Y,N,N,N,Y,N,HIGH,MID
WHITE,FEMALE,TWENTIES,MAST,REP,YES,LIB,51k - 100k,NO,X,NO,MIDATLANTIC,SUPPORT,SUPPORT,6,0,Race Neutral Control Group,2,2,3,Y,Y,N,X,X,X,MID,LOW
WHITE,FEMALE,THIRTIES,SOME_COLL,IND,YES,LIB,25k - 50k,NO,X,NO,SOUTHEAST,S_SUPPORT,NEITHER,3,3,Linked Fate Treatment Group,0,2,3,Y,Y,Y,Y,N,N,MID,MID
WHITE,MALE,SIXTIES,MAST,IND,YES,LIB,301k - 500k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,3,-1,Retail Control Group,-3,4,3,X,X,X,X,X,X,LOW,MID
WHITE,MALE,THIRTIES,MAST,DEM,YES,LIB,301k - 500k,NO,X,YES,SOUTHEAST,SUPPORT,SUPPORT,8,0,Retail Control Group,0,3,-1,X,X,X,X,X,X,MID,LOW
WHITE,MALE,TWENTIES,ASSOC,DEM,YES,CON,25k - 50k,NO,X,NO,MIDWEST,NEITHER,NEITHER,3,0,Racial Resentment Treatment Group,3,1,3,N,N,N,N,Y,N,MID,MID
WHITE,FEMALE,THIRTIES,MAST,DEM,YES,LIB,51k - 100k,NO,X,NO,WESTCOAST,NEITHER,OPPOSE,6,7,Racial Resentment Treatment Group,3,4,3,Y,N,N,N,Y,N,HIGH,LOW
WHITE,MALE,THIRTIES,MAST,DEM,YES,CON,51k - 100k,NO,X,NO,NORTHEAST,SUPPORT,SUPPORT,4,4,Race Neutral Control Group,1,3,0,Y,Y,N,X,X,X,MID,MID
HISP_LAT,FEMALE,THIRTIES,BACH,DEM,YES,MOD,51k - 100k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,4,5,Race Neutral Control Group,1,1,2,X,X,N,X,X,X,MID,MID
BLACK,MALE,TWENTIES,ASSOC,IND,YES,MOD,25k - 50k,NO,X,NO,MIDWEST,NEITHER,NEITHER,-1,0,Linked Fate Treatment Group,-1,4,0,N,N,N,N,Y,N,MID,HIGH
WHITE,MALE,SIXTIES,HS_GED,IND,YES,MOD,51k - 100k,NO,X,NO,WESTCOAST,S_SUPPORT,S_SUPPORT,6,1,Race Neutral Control Group,-3,1,3,Y,Y,N,X,X,X,MID,LOW
WHITE,MALE,TWENTIES,SOME_COLL,DEM,YES,LIB,25k - 50k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,0,6,Retail Control Group,2,4,2,X,X,X,X,X,X,HIGH,MID
WHITE,FEMALE,FIFTIES,MAST,DEM,X,LIB,51k - 100k,NO,X,NO,MIDWEST,S_SUPPORT,NEITHER,6,5,Race Neutral Control Group,-1,-3,3,N,N,N,X,X,X,MID,LOW
WHITE,FEMALE,THIRTIES,ASSOC,REP,YES,CON,51k - 100k,NO,X,NO,MIDATLANTIC,NEITHER,NEITHER,1,3,Racial Resentment Treatment Group,1,1,1,Y,Y,Y,Y,N,N,MID,MID
WHITE,MALE,TWENTIES,ASSOC,IND,YES,MOD,25k - 50k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,5,0,Linked Fate Treatment Group,2,0,3,N,N,N,N,Y,N,MID,MID
WHITE,FEMALE,SIXTIES,SOME_COLL,DEM,YES,MOD,51k - 100k,NO,X,NO,MIDWEST,NEITHER,SUPPORT,1,3,Retail Control Group,-1,3,0,X,X,X,X,X,X,MID,MID
WHITE,FEMALE,FORTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,NORTHEAST,S_SUPPORT,S_SUPPORT,6,4,Racial Resentment Treatment Group,2,4,3,Y,N,N,N,Y,N,MID,LOW
WHITE,MALE,THIRTIES,SOME_COLL,IND,YES,CON,51k - 100k,YES,X,NO,NORTHEAST,NEITHER,NEITHER,0,0,Race Neutral Control Group,-3,0,3,X,Y,N,X,X,X,MID,MID
BLACK,MALE,THIRTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,NORTHEAST,S_SUPPORT,SUPPORT,6,5,Race Neutral Control Group,-3,4,-3,Y,Y,N,X,X,X,MID,LOW
WHITE,MALE,THIRTIES,BACH,IND,YES,CON,51k - 100k,YES,X,NO,SOUTHEAST,NEITHER,NEITHER,-3,6,Race Neutral Control Group,-3,4,3,X,Y,N,X,X,X,HIGH,HIGH
MIXED,MALE,TWENTIES,SOME_COLL,IND,NO,MOD,25k - 50k,NO,X,YES,WESTCOAST,NEITHER,NEITHER,0,3,Racial Resentment Treatment Group,-1,-2,-3,Y,N,Y,N,N,Y,MID,MID
WHITE,MALE,THIRTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,WESTCOAST,S_SUPPORT,OPPOSE,6,6,Retail Control Group,1,4,3,X,X,X,X,X,X,HIGH,LOW
BLACK,FEMALE,THIRTIES,ASSOC,IND,YES,MOD,25k - 50k,NO,X,YES,SOUTHWEST,SUPPORT,SUPPORT,8,7,Racial Resentment Treatment Group,3,4,3,N,N,N,N,Y,N,HIGH,LOW
BLACK,MALE,THIRTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,YES,NORTHEAST,S_SUPPORT,SUPPORT,6,4,Linked Fate Treatment Group,-3,-2,-3,Y,Y,Y,Y,N,N,MID,LOW
